airtable_record_id,createdTime,Commitment,Contact (Title),Crunchbase URL,Exits (#),Investment Stage,Investments (#),Investor Type,Location,Organization/Person Name,Priority,Probability,Probably-Weighted Commitment,Source,State,Status,Target
recXWkhnDHKAnnbjL,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/capital-factory,7,"[""Early Stage Venture"", ""Seed""]",93,"[""Accelerator"", ""Co-Working Space"", ""Incubator"", ""Venture Capital""]","Austin, Texas, United States",Capital Factory,,0,0,,Texas,,
recXXOlG82S0BlSEk,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/visionnaire-ventures,4,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",56,"[""Venture Capital""]","San Francisco, California, United States",Visionnaire Ventures,,0,0,,California,,
recXaAn6Uvt5yZCho,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/club-italia-investimenti,3,"[""Early Stage Venture"", ""Seed""]",72,"[""Micro VC""]","Milan, Lombardia, Italy",Club Italia Investimenti,,0,0,,Lombardia,,
recXblCzQqBpInU7g,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/nauta-capital,9,"[""Early Stage Venture"", ""Seed""]",72,"[""Venture Capital""]","Barcelona, Catalonia, Spain",Nauta Capital,,0,0,,Catalonia,,
recXdGlPOm77mxigm,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/lightspeed-venture-partners,112,"[""Debt"", ""Early Stage Venture"", ""Grant"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",605,"[""Venture Capital""]","Menlo Park, California, United States",Lightspeed Venture Partners,,0,0,,California,,
recXeUizKManfBhJ2,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/gamefounders,,"[""Seed""]",65,"[""Accelerator""]","Kuala Lumpur, Kuala Lumpur, Malaysia",GameFounders,,0,0,,Kuala Lumpur,,
recXfnec2X5XbYK3U,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/btovpartners,8,"[""Early Stage Venture"", ""Late Stage Venture""]",87,"[""Venture Capital""]","Saint Gallen, Sankt Gallen, Switzerland",btov Partners,,0,0,,Sankt Gallen,,
recXjNqzV1lwMHEnI,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/speedinvest,6,"[""Early Stage Venture"", ""Seed""]",79,"[""Micro VC"", ""Venture Capital""]","Vienna, Wien, Austria",Speedinvest,,0,0,,Wien,,
recXrT4nKn5jwwMs2,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/pappas-ventures,17,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",46,"[""Venture Capital""]","Durham, North Carolina, United States",Pappas Ventures,,0,0,,North Carolina,,
recXsvnb2EUGKiDoA,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/china-rock-capital,16,"[""Early Stage Venture"", ""Seed""]",84,"[""Venture Capital""]","San Francisco, California, United States",CRCM Ventures,,0,0,,California,,
recXtiF8iyNeUVWpY,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/robert-bosch-venture-capital,9,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",58,"[""Venture Capital""]","Stuttgart, Baden-Wurttemberg, Germany",Robert Bosch Venture Capital,,0,0,,Baden-Wurttemberg,,
recXvylB2z0muhT1S,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/golden-gate-ventures,4,"[""Early Stage Venture"", ""Seed""]",56,"[""Venture Capital""]","Singapore, Asia",Golden Gate Ventures,,0,0,,,,
recXxtyRWYLYTNnWd,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/cross-atlantic-capital-partners,11,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",47,"[""Venture Capital""]","Radnor, Pennsylvania, United States",Cross Atlantic Capital Partners,,0,0,,Pennsylvania,,
recY5uighl3zrG8SU,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/dave-morin,26,"[""Seed""]",57,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Dave Morin,,0,0,,California,,
recY64LVpWIobSbKL,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/grotech-ventures,25,"[""Early Stage Venture""]",135,"[""Venture Capital""]","Vienna, Virginia, United States",Grotech Ventures,,0,0,,Virginia,,
recYBH2DB5CB45GJX,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/runa-capital,9,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture""]",78,"[""Venture Capital""]","Palo Alto, California, United States",Runa Capital,,0,0,,California,,
recYY6aorkdEcJTIC,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/wellcome-trust,19,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",74,"[""Government Office"", ""Venture Capital""]","London, England, United Kingdom",Wellcome Trust,,0,0,,England,,
recYdKcWS8V6JvMrY,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/capstone-partners-korea,,"[""Early Stage Venture""]",93,"[""Micro VC""]","Seoul, Seoul-t'ukpyolsi, South Korea",Capstone Partners Korea,,0,0,,Seoul-t'ukpyolsi,,
recYlYqAivyuELxqf,2018-02-14T01:49:34.000Z,25000,"[""rec1xdao2L0Op8yRn""]",[REDACTED],[REDACTED],"[""Seed"", ""Convertible Note""]",[REDACTED],"[""Individual/Angel""]","New York, New York, United States",[REDACTED] Finance Exec #3,Very High,35,8750,VC Intro,New York,6) Live Meeting,True
recYllZ4ySVbxPhTD,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/citigroup,15,"[""Early Stage Venture"", ""Late Stage Venture""]",54,"[""Private Equity Firm""]","New York, New York, United States",Citigroup,,0,0,,New York,,
recYm3ROef1B2AR6Q,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sutter-hill-ventures,70,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",256,"[""Venture Capital""]","Palo Alto, California, United States",Sutter Hill Ventures,,0,0,,California,,
recYmXUb36VGRWHPA,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/interwest-partners,81,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",388,"[""Venture Capital""]","Menlo Park, California, United States",InterWest Partners,,0,0,,California,,
recYnBC7u22bAd8l0,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/capricorn-venture-partners,16,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",59,"[""Venture Capital""]","Leuven, Vlaams-Brabant, Belgium",Capricorn Venture Partners,,0,0,,Vlaams-Brabant,,
recYprJFFSQggVK5Q,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/new-leaf-venture-partners,30,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",134,"[""Venture Capital""]","New York, New York, United States",New Leaf Venture Partners,,0,0,,New York,,
recYrxddgonQ96hJo,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/innovation-endeavors,13,"[""Early Stage Venture"", ""Seed""]",128,"[""Venture Capital""]","Palo Alto, California, United States",Innovation Endeavors,,0,0,,California,,
recYv1oxzyRjRbx3D,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/tiger-global,33,"[""Early Stage Venture"", ""Late Stage Venture"", ""Post-Ipo"", ""Private Equity"", ""Secondary Market""]",233,"[""Venture Capital""]","New York, New York, United States",Tiger Global Management,,0,0,,New York,,
recYvTFjVRA8WlxRq,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ann-arbor-spark,10,"[""Debt"", ""Early Stage Venture"", ""Seed""]",92,"[""Accelerator""]","Ann Arbor, Michigan, United States",Ann Arbor SPARK,,0,0,,Michigan,,
recYvfj8Kk22mqB4i,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ta-associates,43,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",94,"[""Private Equity Firm""]","Boston, Massachusetts, United States",TA Associates,,0,0,,Massachusetts,,
recYyg7o6v3HfOY05,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/founders-fund,56,"[""Debt"", ""Early Stage Venture"", ""Grant"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",350,"[""Venture Capital""]","San Francisco, California, United States",Founders Fund,,0,0,,California,,
recYz3lUh4NRsOEOR,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/walden-international,48,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",172,"[""Venture Capital""]","San Francisco, California, United States",Walden International,,0,0,,California,,
recZ5nCYfP3Wnn2SH,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/neu-venture-capital,11,"[""Early Stage Venture"", ""Seed""]",53,"[""Venture Capital""]","New York, New York, United States",Neu Venture Capital,,0,0,,New York,,
recZ7b9diBr0b5cYa,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/flat6labs,1,"[""Early Stage Venture"", ""Seed""]",63,"[""Accelerator""]","Gîza, Al Jizah, Egypt",Flat6Labs,,0,0,,Al Jizah,,
recZ8DrUq7wLMknhd,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/hyde-park-angels,11,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",79,"[""Angel Group""]","Chicago, Illinois, United States",Hyde Park Angels,,0,0,,Illinois,,
recZCcP8QGlexZtXb,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/tech-coast-angels,53,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",402,"[""Angel Group""]","Newport Beach, California, United States",Tech Coast Angels,,0,0,,California,,
recZCzH2AaQNOLFnL,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/northstar-ventures,13,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",467,"[""Micro VC"", ""Venture Capital""]","Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Northstar Ventures,,0,0,,Newcastle upon Tyne,,
recZEs2bODCFAqjrj,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/kodiak-venture-partners,32,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture""]",133,"[""Venture Capital""]","Wellesley, Massachusetts, United States",Kodiak Venture Partners,,0,0,,Massachusetts,,
recZEyYSOH1LCOFL8,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/keith-rabois,24,"[""Seed""]",53,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Keith Rabois,,0,0,,California,,
recZFVTmT4oA0qwAu,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/portland-seed-fund,11,"[""Early Stage Venture"", ""Seed""]",150,"[""Accelerator""]","Portland, Oregon, United States",Portland Seed Fund,,0,0,,Oregon,,
recZHjvmzSfIeNUxc,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ace-and-company,13,"[""Early Stage Venture"", ""Seed""]",57,"[""Private Equity Firm""]","Geneva, Geneve, Switzerland",ACE & Company,,0,0,,Geneve,,
recZLMmsjplWGNjgZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bancboston-ventures,26,"[""Early Stage Venture"", ""Late Stage Venture""]",72,"[""Venture Capital""]","Boston, Massachusetts, United States",BancBoston Ventures,,0,0,,Massachusetts,,
recZQ47o8rd0zDWWE,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/alchemist-accelerator,14,"[""Early Stage Venture"", ""Seed""]",124,"[""Accelerator""]","San Francisco, California, United States",Alchemist Accelerator,,0,0,,California,,
recZYFVlNce2hw3PO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/rcl-accelerator,,"[""Seed""]",61,"[""Accelerator""]","Brisbane, Queensland, Australia",RCL Accelerator,,0,0,,Queensland,,
recZa2zi4659q6z6W,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/comventures,42,"[""Early Stage Venture"", ""Late Stage Venture""]",123,"[""Venture Capital""]","Palo Alto, California, United States",ComVentures,,0,0,,California,,
recZcV2cm4iFuAEUO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/true-ventures,65,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",404,"[""Venture Capital""]","Palo Alto, California, United States",True Ventures,,0,0,,California,,
recZcfcDMcT8ljLQW,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/core-capital-partners,25,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",82,"[""Venture Capital""]","Washington, District of Columbia, United States",Core Capital Partners,,0,0,,District of Columbia,,
recZg6HIzghX3SUgU,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/lighter-capital,11,"[""Debt"", ""Early Stage Venture""]",227,"[""Venture Debt""]","Seattle, Washington, United States",Lighter Capital,,0,0,,Washington,,
recZgJ6C0kFtp3sxJ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ip-group-plc,13,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",133,"[""Government Office""]","London, England, United Kingdom",IP Group Plc,,0,0,,England,,
recZhGhO58PZmqkQr,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/ttv-capital,7,"[""Early Stage Venture""]",46,"[""Venture Capital""]","Atlanta, Georgia, United States",TTV Capital,,0,0,,Georgia,,
recZk10ei7rdF3IwI,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/triangle-peak-partners,15,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",56,"[""Venture Capital""]","Carmel Valley, California, United States",Triangle Peak Partners,,0,0,,California,,
recZmozQFCPf9Z8bO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/glynn-capital-management,14,"[""Early Stage Venture"", ""Late Stage Venture"", ""Post-Ipo""]",53,"[""Venture Capital""]","Menlo Park, California, United States",Glynn Capital Management,,0,0,,California,,
recZpnDOPgxm9vQNP,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/comerica-bank,27,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity""]",63,"[""Investment Bank""]","Reston, Virginia, United States",Comerica Bank,,0,0,,Virginia,,
recZthCv4iD43Nxg7,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/jumpstart-ventures,8,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",47,"[""Micro VC""]","Chicago, Illinois, United States",Jumpstart Ventures,,0,0,,Illinois,,
recZucVhzBmkkXftM,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/green-park-golf-ventures,5,"[""Seed""]",74,"[""Venture Capital""]","Dallas, Texas, United States",Green Park & Golf Ventures,,0,0,,Texas,,
recZv8yFN2XHIh9WI,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/rembrant-venture-partners,27,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",115,"[""Venture Capital""]","San Francisco, California, United States",Rembrandt Venture Partners,,0,0,,California,,
recZvbtbEbYr2EJOO,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/uptech-fund,2,"[""Seed""]",88,"[""Accelerator""]","Covington, Kentucky, United States",UpTech Accelerator,,0,0,,Kentucky,,
recZzI5LZadU7Qk1s,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/vegastechfund,18,"[""Early Stage Venture"", ""Seed""]",180,"[""Micro VC""]","Santa Monica, California, United States",VTF Capital,,0,0,,California,,
reca1dOyqd3oPVeXi,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/mercury-fund,14,"[""Early Stage Venture""]",125,"[""Venture Capital""]","Houston, Texas, United States",Mercury Fund,,0,0,,Texas,,
reca4LQnOWIF1vgeG,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/neocarta-ventures,23,"[""Early Stage Venture"", ""Late Stage Venture""]",56,"[""Venture Capital""]","San Mateo, California, United States",NeoCarta Ventures,,0,0,,California,,
reca890An5LmKzd29,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sk-ventures,9,"[""Early Stage Venture"", ""Seed""]",52,"[""Venture Capital""]","San Francisco, California, United States",SK Ventures,,0,0,,California,,
recaKnpgTWAJthSZd,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/urban-us,1,"[""Debt"", ""Private Equity"", ""Seed""]",50,"[""Micro VC""]","Brooklyn, New York, United States",Urban Us,,0,0,,New York,,
recaKuTCJ26xjSV2q,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/cincytech,5,"[""Early Stage Venture"", ""Grant"", ""Late Stage Venture"", ""Seed""]",73,"[""Incubator""]","Cincinnati, Ohio, United States",CincyTech,,0,0,,Ohio,,
recaOoYwiBX0ztIWX,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/apax-partners,75,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",182,"[""Private Equity Firm""]","New York, New York, United States",Apax Partners,,0,0,,New York,,
recaQv0d9F1DN5FQ8,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sherpa-ventures,18,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",130,"[""Venture Capital""]","San Francisco, California, United States",Sherpa Capital,,0,0,,California,,
recaRUqaA5ln2qbzQ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/vf-venture,10,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",77,"[""Venture Capital""]","Hellerup, Hovedstaden, Denmark",VF Venture,,0,0,,Hovedstaden,,
recaU63RlsfOt91rE,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/tlabs,4,"[""Seed""]",46,"[""Accelerator""]","Noida, Uttar Pradesh, India",TLabs,,0,0,,Uttar Pradesh,,
recakZj4bGNSyt9dH,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/grandbanks-capital,14,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",66,"[""Venture Capital""]","Needham, Massachusetts, United States",GrandBanks Capital,,0,0,,Massachusetts,,
recarkDurNBrsroVE,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/artis,19,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",62,"[""Venture Capital""]","San Francisco, California, United States",Artis Ventures (AV),,0,0,,California,,
recb1Y0Vsoou4vzCU,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bpifrance,16,"[""Debt"", ""Early Stage Venture"", ""Grant"", ""Private Equity"", ""Seed""]",150,"[""Investment Bank""]","Maisons-alfort, Ile-de-France, France",Bpifrance,,0,0,,Ile-de-France,,
recb3TNgw7AoNZe88,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/technology-partners,19,"[""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",71,"[""Venture Capital""]","Palo Alto, California, United States",Technology Partners,,0,0,,California,,
recbHRkXuMkxu5gzX,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/launchcapital,26,"[""Early Stage Venture"", ""Seed""]",212,"[""Micro VC""]","New Haven, Connecticut, United States",LaunchCapital,,0,0,,Connecticut,,
recbKyTeEU9MFK2w1,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/ron-conway,45,"[""Seed""]",87,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Ronald Conway,,0,0,,California,,
recbLcsQz3b1NA60I,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/iconventures,54,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",178,"[""Venture Capital""]","Palo Alto, California, United States",Icon Ventures,,0,0,,California,,
recbMMt5ywFFyLQ3p,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/flight-ventures,5,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",56,"[""Venture Capital""]","San Francisco, California, United States",Flight Ventures,,0,0,,California,,
recbNVHipYpZVO573,2018-02-14T00:05:42.000Z,50000,"[""recDC7YPSgMcdO82v""]",[REDACTED],[REDACTED],"[""Seed"", ""Convertible Note""]",[REDACTED],"[""Individual/Angel""]","New York, New York, United States",[REDACTED] Finance Exec #1,Very High,100,50000,Company,New York,10) Check in Bank,True
recbOC9qeEmmzSrFI,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/signia-venture-partners,13,"[""Early Stage Venture"", ""Seed""]",69,"[""Venture Capital""]","Menlo Park, California, United States",Signia Venture Partners,,0,0,,California,,
recbPCv83JULvihMR,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/bigbang-angels-inc,,"[""Crowdfunding"", ""Non Equity Assistance"", ""Seed""]",55,"[""Accelerator""]","Seoul, Seoul-t'ukpyolsi, South Korea",Bigbang Angels,,0,0,,Seoul-t'ukpyolsi,,
recbj7pP5zpXcECRu,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/startup-health,11,"[""Crowdfunding"", ""Early Stage Venture"", ""Seed""]",186,"[""Accelerator""]","New York, New York, United States",StartUp Health,,0,0,,New York,,
recbnZbP6UrJ1RGcH,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/novartis-venture-fund,40,"[""Early Stage Venture"", ""Late Stage Venture"", ""Post-Ipo"", ""Secondary Market"", ""Seed""]",166,"[""Corporate Venture Capital"", ""Venture Capital""]","Basel, Basel-Stadt, Switzerland",Novartis Venture Fund,,0,0,,Basel-Stadt,,
recbpap641o6cVg95,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/baseline-ventures,37,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",154,"[""Venture Capital""]","San Francisco, California, United States",Baseline Ventures,,0,0,,California,,
recbqkiG6g0ynZlcv,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/hatteras-venture-partners,10,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",54,"[""Venture Capital""]","Durham, North Carolina, United States",Hatteras Venture Partners,,0,0,,North Carolina,,
recbr3W8ZAksiY0r4,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/advantage-capital-partners,27,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",99,"[""Private Equity Firm"", ""Venture Capital""]","New Orleans, Louisiana, United States",Advantage Capital,,0,0,,Louisiana,,
recbvgKn1CXI4oypJ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/pittsburgh-life-sciences-greenhouse,3,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",53,"[""Incubator""]","Pittsburgh, Pennsylvania, United States",Pittsburgh Life Sciences Greenhouse,,0,0,,Pennsylvania,,
recc06ms5BRHKImwJ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/innovacorp,2,"[""Early Stage Venture"", ""Seed""]",87,"[""Micro VC"", ""Venture Capital""]","Halifax, Nova Scotia, Canada",Innovacorp,,0,0,,Nova Scotia,,
recc0btZzVGpnvOhR,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/social-capital,26,"[""Early Stage Venture"", ""Post-Ipo"", ""Seed""]",257,"[""Venture Capital""]","Palo Alto, California, United States",Social Capital,,0,0,,California,,
recc4JM4Vds2ODWRZ,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/chrysalis-ventures,12,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture""]",64,"[""Venture Capital""]","Louisville, Kentucky, United States",Chrysalis Ventures,,0,0,,Kentucky,,
reccVoBbkiA8rjuen,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/silicon-badia,2,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",54,"[""Venture Capital""]","Amman, Amman, Jordan",Silicon Badia,,0,0,,Amman,,
recca3DsBDHNIUcW5,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/wpp-ventures,16,"[""Early Stage Venture""]",69,"[""Corporate Venture Capital""]","London, England, United Kingdom",WPP Ventures,,0,0,,England,,
reccaQcWbLIWe8OOv,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/the-r-group-llc,10,"[""Crowdfunding"", ""Early Stage Venture"", ""Late Stage Venture"", ""Private Equity"", ""Seed""]",60,"[""Family Investment Office""]","Portland, Oregon, United States","The R-Group, LLC",,0,0,,Oregon,,
reccoZcXz1ZNoHRUc,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/national-science-foundation,10,"[""Grant"", ""Seed""]",151,"[""Entrepreneurship Program"", ""Government Office""]","Arlington, Virginia, United States",National Science Foundation,,0,0,,Virginia,,
reccq9s7tjXXtzTag,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/person/naval-ravikant,37,"[""Seed""]",113,"[""Individual/Angel"", ""Investment Partner""]","San Francisco, California, United States",Naval Ravikant,,0,0,,California,,
reccs4PhmvWXBz9Jo,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/novo-a-s,37,"[""Early Stage Venture"", ""Late Stage Venture"", ""Post-Ipo"", ""Private Equity"", ""Seed""]",115,"[""Venture Capital""]","Hellerup, Hovedstaden, Denmark",Novo A/S,,0,0,,Hovedstaden,,
reccsUk6nd6cmktxc,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/vertex-ventures,56,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",279,"[""Venture Capital""]","Singapore, Central Region, Singapore",Vertex Ventures,,0,0,,Central Region,,
reccvF4SCtvFXIpTL,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/new-gen-partners,1,"[""Early Stage Venture"", ""Seed""]",46,"[""Micro VC"", ""Venture Capital""]","Palo Alto, California, United States",NewGen Capital,,0,0,,California,,
reccwkwMwX9nrULA5,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/shasta-ventures,50,"[""Early Stage Venture"", ""Seed""]",267,"[""Venture Capital""]","Menlo Park, California, United States",Shasta Ventures,,0,0,,California,,
recd0GwUGUgoUPl9p,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/atlas-venture,114,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",474,"[""Venture Capital""]","Cambridge, Massachusetts, United States",Atlas Venture,,0,0,,Massachusetts,,
recd3Mh0RjpvxdRcd,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/queensbridge-venture-partners,24,"[""Debt"", ""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",127,"[""Micro VC""]","Los Angeles, California, United States",QueensBridge Venture Partners,,0,0,,California,,
recd7E6VSC6vD00yb,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/idealab,24,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",86,"[""Incubator""]","Pasadena, California, United States",Idealab,,0,0,,California,,
recd8iZmwhj0hnZDp,2018-02-03T00:56:13.000Z,0,,https://www.crunchbase.com/organization/sequoia-capital,268,"[""Early Stage Venture"", ""Late Stage Venture"", ""Seed""]",1542,"[""Venture Capital""]","Menlo Park, California, United States",Sequoia Capital,,0,0,,California,,
